APN,StreetAddress,PermitNo,PermitType,PermitStatus,DateIssued,DateFinal,DescriptionOfWork,is_sfr,is_geotech,doc_url,Itemnum,StreetNumber,StreetName,DocDate,OnBaseDocType,DocTypeESD,UnitNo,CommercialTenant,geo_url,coastal_url
4450015033,20394 SEABOARD RD,25-2311,BUILDING,ISSUED,2025-12-04T00:00:00,,"NSFR/ATT. GARAGE, CONCRETE SLAB FOUNDATION - PALISADES FIRE REBUILD  SINGLE STORY: 3,633 SF  ATT. GARAGE: 462 SF  TOTAL: 4,095 SF",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=814638,814638,20394,SEABOARD RD,2025-12-04T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AXGoGvVlEWweceitdomjNP2qeZ9cytfkdG%C3%89sV0doaJU7zNGGGQgF0%C3%89uIkFIrKr0qDDoCkybQbwBwlrK9bl49xtI%3D/,
4450015036,20406 SEABOARD RD,25-2074,GRADING,ISSUED,2025-11-07T00:00:00,,"GRADING, DRAINAGE, AND EROSION CONTROL FOR NSFR W/ATT. GARAGE – PALISADES FIRE REBUILD  PRE-SITE BUILDING SAFETY INSPECTOR MEETING REQUIRED PRIOR TO THE START OF WORK.",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=812733,812733,20406,SEABOARD RD,2025-11-07T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AYcALaDTe2jKK9UOaTphRG2SzueaDHYUdFuHgceiKIwWFib53P2L7IPoVKww3ur3wqD7sT8%C3%81rwmFUSE1Hlqp8K8%3D/,
4450015036,20406 SEABOARD RD,25-2075,BUILDING,ISSUED,2025-11-07T00:00:00,,"NSFR W/ATT. GARAGE, CONCRETE SLAB FOUNDATION - PALISADES FIRE REBUILD  SINGLE STORY: 3,287 SF  ATT. GARAGE: 484 SF  TOTAL: 3,771 SF  PRE-SITE BUILDING SAFETY INSPECTOR MEETING REQUIRED PRIOR TO THE START OF WORK.",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=812734,812734,20406,SEABOARD RD,2025-11-07T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AYcALaDTe2jKK9UOaTphRG2SzueaDHYUdFuHgceiKIwWFib53P2L7IPoVKww3ur3wqD7sT8%C3%81rwmFUSE1Hlqp8K8%3D/,
4450015037,3812 SEAMOOR DR,25-1819,GRADING,ISSUED,2025-10-15T00:00:00,,"GRADING, DRAINAGE, AND EROSION CONTROL FOR NSFR W/ ATTACHED GARAGE – PALISADES FIRE REBUILD   CUT 754 CY – FILL 754 CY – IMPORT – 0 CY – EXPORT 0 CY   PRE-SITE CITY BUILDING SAFETY INSPECTOR MEETING REQUIRED PRIOR TO START OF WORK",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=809785,809785,3812,SEAMOOR DR,2025-10-15T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,,
4450015037,3812 SEAMOOR DR,25-1820,BUILDING,ISSUED,2025-10-15T00:00:00,,"NEW SITE RETAINING WALLS – PALISADES FIRE REBUILD   APPROX 150 LF +/-, AT 6 FT MAX HEIGHT   TRASH ENCLOSURE AT 5 FT HEIGHT  NEW GARDEN RETAINING WALL – PALISADES FIRE REBUILD    APPROX 138 LF +/- AT 6 FT MAX HEIGHT",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=809787,809787,3812,SEAMOOR DR,2025-10-15T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,,
4450015037,3812 SEAMOOR DR,25-1823,BUILDING,ISSUED,2025-10-15T00:00:00,,"NEW SWINGING DRIVEWAY GATE W/ MOTOR, PILASTERS (2), PEDESTRIAN GATE – PALISADES FIRE REBUILD",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=809788,809788,3812,SEAMOOR DR,2025-10-15T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,,
4450015037,3812 SEAMOOR DR,25-1824,BUILDING,ISSUED,2025-10-15T00:00:00,,"NEW EXTERIOR SITE WORK INCLUDING: OUTDOOR BBQ, GAS FIREPIT, PLANTERS – PALISADES FIRE REBUILD",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=809789,809789,3812,SEAMOOR DR,2025-10-15T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,,
4450015042,3811 SEAMOOR DR,26-0519,BUILDING,ISSUED,2026-03-11T00:00:00,,"NSFR/ATT. GARAGE, CONCRETE SLAB FOUNDATION - PALISADES FIRE REBUILD  SINGLE STORY: 2,652 SF  ATT. GARAGE: 451 SF  TOTAL: 3,103 SF    ADMINISTRATIVE CHANGE FROM OWNER/BUILDER TO LICENSED CONTRACTOR REQUIRED PRIOR TO THE START OF WORK.",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=824043,824043,3811,SEAMOOR DR,2026-03-11T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/Ae9I6rYU1a4%C3%81Q11qQi%C3%893oQRzVQ9vE6XaKXHQ%C3%89Sg9Qshimx6lUntvAyO%C3%81EpBiWzh2U4sgCQnfIRSgzSCqQFxNLC8%3D/,
4450015042,3811 SEAMOOR DR,26-0518,GRADING,ISSUED,2026-04-03T00:00:00,,"GRADING, DRAINAGE, AND EROSION CONTROL – PALISADES FIRE REBUILD",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=826007,826007,3811,SEAMOOR DR,2026-04-03T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/Ae9I6rYU1a4%C3%81Q11qQi%C3%893oQRzVQ9vE6XaKXHQ%C3%89Sg9Qshimx6lUntvAyO%C3%81EpBiWzh2U4sgCQnfIRSgzSCqQFxNLC8%3D/,
4450015042,3811 SEAMOOR DR,26-0523,BUILDING,ISSUED,2026-04-03T00:00:00,,ADMINSRATIVE CHANGE IN CONTRACTOR FOR NSFR FIRE REBUILD. REF 26-0519,True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=826011,826011,3811,SEAMOOR DR,2026-04-03T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/Ae9I6rYU1a4%C3%81Q11qQi%C3%893oQRzVQ9vE6XaKXHQ%C3%89Sg9Qshimx6lUntvAyO%C3%81EpBiWzh2U4sgCQnfIRSgzSCqQFxNLC8%3D/,
4450015050,20468 SEABOARD RD,26-0403,BUILDING,ISSUED,2026-02-23T00:00:00,,"NSFR/ATT. GARAGE - PALISADES FIRE REBUILD  SINGLE STORY: 3,670 SF  ATT. GARAGE: 470 SF  TOTAL: 4,140 SF  ATT. DECK",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=823448,823448,20468,SEABOARD RD,2026-02-23T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/ATxJRvDZJH2QTJMBvAaQp53VKuweR%C3%81e0%C3%81K4SQoXJj81dXQGeXTXpQKety6XFmRDNmqTLNzWeLK5H062ML2JfZ4I%3D/,
4450015050,20468 SEABOARD RD,26-0402,GRADING,ISSUED,2026-03-02T00:00:00,,"GRADING, DRAINAGE, AND EROSION CONTROL FOR NSFR/ATT. GARAGE – PALISADES FIRE REBUILD",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=823447,823447,20468,SEABOARD RD,2026-03-02T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/ATxJRvDZJH2QTJMBvAaQp53VKuweR%C3%81e0%C3%81K4SQoXJj81dXQGeXTXpQKety6XFmRDNmqTLNzWeLK5H062ML2JfZ4I%3D/,
4450015051,20485 ROCA CHICA DR,26-0525,BUILDING,ISSUED,2026-03-09T00:00:00,,"NSFR/ATT. GARAGE, CONCRETE SLAB FOUNDATION - PALISADES FIRE REBUILD  SINGLE STORY: 2,359 SF  ATT. GARAGE: 489 SF  TOTAL: 2,848 SF",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=824350,824350,20485,ROCA CHICA DR,2026-03-09T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AX1%C3%81HcmxL1Bp3wjlPHnZ2crqPlCfHSkh%C3%89Q2gUT30mf3D%C3%81n1cS9KvkBo9P6wqW8TE3rMJI%C3%89ltnoC9ca%C3%81X6RcOTgc%3D/,
4450015051,20485 ROCA CHICA DR,26-0524,GRADING,ISSUED,2026-03-12T00:00:00,,"GRADING, DRAINAGE AND EROSION CONTROL – PALISADES FIRE REBUILD",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=824349,824349,20485,ROCA CHICA DR,2026-03-12T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AX1%C3%81HcmxL1Bp3wjlPHnZ2crqPlCfHSkh%C3%89Q2gUT30mf3D%C3%81n1cS9KvkBo9P6wqW8TE3rMJI%C3%89ltnoC9ca%C3%81X6RcOTgc%3D/,
4450016014,20536 SEABOARD RD,26-0576,GRADING,ISSUED,2026-03-16T00:00:00,,"GRADING, DRAINAGE, AND EROSION CONTROL FOR NSFR/ATT. GARAGE – PALISADES FIRE REBUILD",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=824460,824460,20536,SEABOARD RD,2026-03-16T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AYP7KYDLQszGxsornstaN0kB00A41ChAePWY%C3%81lEnM5rj6mdxRowLzJ6m0r0SEZlLedefABb16lK6q%C3%81h4obXZE74%3D/,
4450016014,20536 SEABOARD RD,26-0577,BUILDING,ISSUED,2026-03-16T00:00:00,,"NSFR/ATT. GARAGE - PALISADES FIRE REBUILD  SINGLE STORY: 1,985 SF  ATT. GARAGE: 480 SF  TOTAL: 2,465 SF",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=824461,824461,20536,SEABOARD RD,2026-03-16T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AYP7KYDLQszGxsornstaN0kB00A41ChAePWY%C3%81lEnM5rj6mdxRowLzJ6m0r0SEZlLedefABb16lK6q%C3%81h4obXZE74%3D/,
4450016014,20536 SEABOARD RD,26-0578,BUILDING,ISSUED,2026-03-16T00:00:00,,"FOUNDATION FOR NSFR - FIRE REBUILD  13 PILES @ 24"" IN DIAMETER  GRADEBEAM ~ 150 LF",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=824462,824462,20536,SEABOARD RD,2026-03-16T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AYP7KYDLQszGxsornstaN0kB00A41ChAePWY%C3%81lEnM5rj6mdxRowLzJ6m0r0SEZlLedefABb16lK6q%C3%81h4obXZE74%3D/,
4450019023,20533 LITTLE ROCK WAY,25-2240,BUILDING,ISSUED,2025-11-24T00:00:00,,"NSFR/ATT. GARAGE, CONCRETE SLAB FOUNDATION – PALISADE FIRE REBUILD   SINGLE STORY: 1,460 SF   ATT. GARAGE: 516 SF   TOTAL: 1,976 SF  ADMINISTRATIVE CHANGE FROM OWNER/BUILDER TO LICENSED CONTRACTOR REQUIRED PRIOR TO THE START OF WORK.",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=813860,813860,20533,LITTLE ROCK WAY,2025-11-24T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,,
4450019030,20565 LITTLE ROCK WAY,26-0120,BUILDING,ISSUED,2026-01-21T00:00:00,,"NSFR/ATT. GARAGE - PALISADES FIRE REBUILD  CONCRETE SLAB FOUNDATION W/RAISED FLOOR  8 PILES @ 30"" IN DIAMETER  ~ 200 LF OF GRADEBEAM",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=819372,819372,20565,LITTLE ROCK WAY,2026-01-21T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AecjpdT%C3%89Rq%C3%89DtsZagUjoZAp3lJpvc%C3%895R33nP66%C3%89i%C3%89%C3%89Z5UoZ59Qn9%C3%89vdqk%C3%89HahRZd7St6vCKAkQVupCMbPlIvsUI%3D/,
4450019030,20565 LITTLE ROCK WAY,26-0121,GRADING,ISSUED,2026-01-21T00:00:00,,"GRADING, DRAINAGE AND EROSION CONTROL - PALISADES FIRE REBUILD",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=819373,819373,20565,LITTLE ROCK WAY,2026-01-21T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AecjpdT%C3%89Rq%C3%89DtsZagUjoZAp3lJpvc%C3%895R33nP66%C3%89i%C3%89%C3%89Z5UoZ59Qn9%C3%89vdqk%C3%89HahRZd7St6vCKAkQVupCMbPlIvsUI%3D/,
4450026093,3740 LAS FLORES CANYON RD,25-1942,GRADING,ISSUED,2025-10-24T00:00:00,,"GRADING, DRAINAGE, AND EROSION CONTROL FOR NSFR W/ ATT GARAGE - PALISADES FIRE REBUILD",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=810984,810984,3740,LAS FLORES CANYON RD,2025-10-24T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AYeCffXVpBUS63JZMQX6gsrTHSBzeTnVosrElOBfBwSYlVh8wxyAN7D4jx9xiAlqaCtCazie9zTLnjmxEkTBHt8%3D/,
4450027012,21119 LAS FLORES MESA DR,26-0796,GRADING,ISSUED,2026-04-10T00:00:00,,"GRADING, DRAINAGE, AND EROSION CONTROL – PALISADES FIRE REBUILD",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=826683,826683,21119,LAS FLORES MESA DR,2026-04-10T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,,
4450027012,21119 LAS FLORES MESA DR,26-0797,BUILDING,ISSUED,2026-04-10T00:00:00,,"NSFR/ATT.GARAGE W/BASEMENT - PALISADES FIRE REBUILD  1ST FLOOR: 3,493 SF  2ND FLOOR: 1,344 SF  ATT. GARAGE: 459 SF  TOTAL: 5,296 SF  ATT. BALCONIES/DECKS",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=826684,826684,21119,LAS FLORES MESA DR,2026-04-10T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,,
4450029040,20731 EAGLEPASS DR,25-1935,BUILDING,ISSUED,2025-10-23T00:00:00,,"NSFR/ATT GARAGE – SINGLE STOY 2,973 SF  PALISADES FIRE REBUILD  PRE-SITE INSPECTION REQUIRED PRIOR TO START OF WORK. CITY OF MALIBU ASSUMPTION OF RISK & RELEASE TO BE COMPLETED AND RECORDED WITH MALIBU CITY CLERK PRIOR TO CERTIFICATE OF OCCUPANCY.",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=811173,811173,20731,EAGLEPASS DR,2025-10-23T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AfUx4aE%C3%89Jnq3yqYGBsFuHYFbgL10zejIc4jnT3shGNmBHEswDhUkEV8W9aGxQL%C3%899Fl2UBL8xeHVotSkMfIjXXek%3D/,
4450029040,20731 EAGLEPASS DR,25-1936,GRADING,ISSUED,2025-10-23T00:00:00,,"GRADING, DRAINAGE, AND EROSION CONTROL FOR NSFR W/ ATTACHED GARAGE - PALISADES FIRE REBUILD",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=811178,811178,20731,EAGLEPASS DR,2025-10-23T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AfUx4aE%C3%89Jnq3yqYGBsFuHYFbgL10zejIc4jnT3shGNmBHEswDhUkEV8W9aGxQL%C3%899Fl2UBL8xeHVotSkMfIjXXek%3D/,
4450031033,3590 LAS FLORES CANYON RD,26-0105,GRADING,ISSUED,2026-01-16T00:00:00,,"GRADING, DRAINAGE AND EROSION CONTROL – PALISADES FIRE REBUILD",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=820595,820595,3590,LAS FLORES CANYON RD,2026-01-16T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AX4Xn4TY0AS5BkdwxzbYw%C3%81N46k1WWtusrHqpxbK5Ejmj8VS61mVAn2p9Yt0iy%C3%894mYx%C3%89oNyVTZDDw2ZZBuUolQqk%3D/,
4450031033,3590 LAS FLORES CANYON RD,26-0107,BUILDING,ISSUED,2026-01-16T00:00:00,,"NSFR/ATT. GARAGE – PALISADES FIRE REBUILD  MAIN FLOOR: 1,859 SF  ATT. GARAGE: 420 SF  TOTAL: 2,279 SF    PRE-SITE BUILDING SAFETY CITY INSPECTOR MEETING REQUIRED PRIOR TO THE START OF WORK.",True,False,https://publicaccess.ci.malibu.ca.us/onbase-portal/BuildingPermits/index.html?OBKey__19_1=820597,820597,3590,LAS FLORES CANYON RD,2026-01-16T00:00:00,ESD-Street Files/Building Permits,PERMITS,,,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AX4Xn4TY0AS5BkdwxzbYw%C3%81N46k1WWtusrHqpxbK5Ejmj8VS61mVAn2p9Yt0iy%C3%894mYx%C3%89oNyVTZDDw2ZZBuUolQqk%3D/,
